ac_no,ac_name,district,region,reservation,urban_rural_type,winner_2021,winner_party_2021,runner_up_2021,runner_up_party_2021,winner_votes_2021,runner_up_votes_2021,margin_votes_2021,margin_pct_2021,turnout_pct_2021,dmk_vote_share_2021,aiadmk_vote_share_2021,bjp_vote_share_2021,congress_vote_share_2021,ntk_vote_share_2021,others_vote_share_2021,dmk_alliance_vote_share_2024,aiadmk_alliance_vote_share_2024,bjp_nda_vote_share_2024,ntk_vote_share_2024,others_vote_share_2024,winning_alliance_2024,contesting_alliance_2026,dmk_alliance_candidate_2026,aiadmk_nda_candidate_2026,tvk_candidate_2026,ntk_candidate_2026,bjp_candidate_2026_if_separate,incumbent_party,incumbent_candidate,incumbent_contesting_again,alliance_change_flag,rebel_candidate_flag,strong_local_candidate_flag
215,Tiruchendur,Thoothukudi,South,GEN,needs_source,Anitha R. Radhakrishnan,DMK,Radhakrishnan M,AIADMK,88274,63011,25263,14.47,70.04,50.5764,36.102,0.0,0.0,8.6303,4.6913,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
216,Srivaikuntam,Thoothukudi,South,GEN,needs_source,Amirtharaj .S,INC,S.P.SHUNMUGANATHAN,AIADMK,76843,59471,17372,10.57,72.34,0.0,36.1777,0.0,46.7455,7.7294,9.3474,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
217,Ottapidaram,Thoothukudi,South,SC,needs_source,SHUNMUGAIAH C,DMK,MOHAN P,AIADMK,73110,64600,8510,4.79,69.82,41.11,36.3248,0.0,0.0,12.6029,9.9623,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
218,Kovilpatti,Thoothukudi,South,GEN,needs_source,KADAMBUR RAJU,AIADMK,TTV DHINAKARAN,AMMK,68556,56153,12403,6.86,67.43,0.0,37.8913,0.0,0.0,5.0921,57.0166,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
219,Sankarankovil,Tenkasi,South,SC,needs_source,RAJA E,DMK,RAJALAKSHMI V M,AIADMK,71347,66050,5297,2.89,71.48,38.9156,36.0264,0.0,0.0,7.5549,17.5031,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
220,Vasudevanallur,Tenkasi,South,SC,needs_source,"SADHAN THIRUMALAIKUMAR, DOCTOR.T",DMK,MANOHARAN A,AIADMK,68730,66363,2367,1.35,71.87,39.0776,37.7318,0.0,0.0,9.5127,13.6779,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
221,Kadayanallur,Tenkasi,South,GEN,needs_source,C.KRISHNAMURALI,AIADMK,K.A.M.MUHAMMED ABUBACKER,IUML,88474,64125,24349,11.86,70.35,0.0,43.0795,0.0,0.0,4.9354,51.9851,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
222,Tenkasi,Tenkasi,South,GEN,needs_source,PALANI NADAR.S,INC,SELVA MOHANDAS PANDIAN.S,AIADMK,89315,88945,370,0.17,72.4,0.0,41.5421,0.0,41.7149,7.1627,9.5803,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
223,Alangulam,Tenkasi,South,GEN,needs_source,PAUL MANOJ PANDIAN,AIADMK,DR.POONGOTHAI ALADI ARUNA,DMK,74153,70614,3539,1.74,77.4,34.7035,36.4428,0.0,0.0,6.1525,22.7012,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
224,Tirunelveli,Tirunelveli,South,GEN,needs_source,Nainar Nagenthran,BJP,"Lakshmanan,A.L.S.",DMK,92282,69175,23107,11.69,66.91,35.0099,0.0,46.7045,0.0,9.698,8.5876,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
225,Ambasamudram,Tirunelveli,South,GEN,needs_source,E.SUBAYA,AIADMK,R.AVUDAIAPPAN,DMK,85211,68296,16915,9.52,72.03,38.4374,47.9573,0.0,0.0,7.7301,5.8752,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
226,Palayamkottai,Tirunelveli,South,GEN,needs_source,ABDUL WAHAB .M,DMK,GERALD .G,AIADMK,89117,36976,52141,32.37,57.76,55.3209,22.9535,0.0,0.0,7.2412,14.4844,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
227,Nanguneri,Tirunelveli,South,GEN,needs_source,RUBY R MANOHARAN,INC,GANESARAJA,AIADMK,75902,59416,16486,8.56,68.59,0.0,30.8619,0.0,39.4251,9.1699,20.5431,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
228,Radhapuram,Tirunelveli,South,GEN,needs_source,M.Appavu,DMK,I.S.Inbadurai,AIADMK,82331,76406,5925,3.16,68.08,43.9544,40.7912,0.0,0.0,10.3417,4.9127,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
229,Kanniyakumari,Kanniyakumari,South,GEN,needs_source,THALAVAI SUNDARAM N.,AIADMK,AUSTIN S.,DMK,109745,93532,16213,7.21,75.19,41.5931,48.8029,0.0,0.0,6.288,3.316,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
230,Nagercoil,Kanniyakumari,South,GEN,needs_source,Gandhi M.R.,BJP,Suresh Rajan N.,DMK,88804,77135,11669,6.34,67.06,41.8791,0.0,48.2146,0.0,5.8382,4.0681,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
231,Colachal,Kanniyakumari,South,GEN,needs_source,Prince J.G.,INC,Ramesh P.,BJP,90681,65849,24832,13.57,67.27,0.0,0.0,35.9892,49.5609,9.9481,4.5018,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
232,Padmanabhapuram,Kanniyakumari,South,GEN,needs_source,"Mano Thangaraj, T.",DMK,"John Thankam, D.",AIADMK,87744,60859,26885,15.8,70.08,51.5668,35.7666,0.0,0.0,8.1684,4.4982,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
233,Vilavancode,Kanniyakumari,South,GEN,needs_source,VIJAYADHARANI S,INC,JAYASEELAN R,BJP,87473,58804,28669,17.08,66.83,0.0,0.0,35.0366,52.1181,7.3238,5.5215,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
234,Killiyoor,Kanniyakumari,South,GEN,needs_source,RAJESH KUMAR  S,INC,JUDE DEV   K.V,AIADMK,101541,46141,55400,32.6,65.87,0.0,27.1549,0.0,59.7588,8.5435,4.5428,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
